pl_name,spec_type,authors,reference_url,num_datapoints,instrument,facility,minwavelng,maxwavelng,mintranmid,maxtranmid,note,bibcode,spec_path
WASP-80 b,Transmission,Triaud et al. 2015,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,,2015MNRAS.450.2279T,50/86/70/29/WASP_80_b_3.11585_3542_3.tbl
WASP-80 b,Transmission,Triaud et al. 2015,,1,DFOSC,Danish 1.54m telescope at European Southern Observatory,0.8,0.8,,,,2015MNRAS.450.2279T,19/06/22/12/WASP_80_b_3.11585_3542_4.tbl
WASP-80 b,Transmission,Kirk et al. 2018,,34,ACAM,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,0.479,0.879,,,,2018MNRAS.474..876K,50/27/99/12/WASP_80_b_3.11585_4197_1.tbl
WASP-103 b,Transmission,Southworth &amp; Evans 2016,,2,DFOSC,Danish 1.54m telescope at European Southern Observatory,0.6589,0.82,,,,2016MNRAS.463...37S,43/29/05/07/WASP_103_b_3.11649_3854_2.tbl
WASP-103 b,Transmission,Wilson et al. 2020,,16,FORS2,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Antu (UT1) at Paranal Observatory,0.3943,0.6043,,,,2020MNRAS.497.5155W,92/38/86/80/WASP_103_b_3.11649_4693_1.tbl
WASP-69 b,Transmission,Murgas et al. 2020,,30,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.525,0.895,,,,2020A&A...641A.158M,70/80/04/02/WASP_69_b_3.11714_4696_1.tbl
K2-3 d,Transmission,Beichman et al. 2016,,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,,2016ApJ...822...39B,21/06/88/31/K2_3_d_3.11743_3773_1.tbl
WASP-74 b,Transmission,Mancini et al. 2019,,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.126,1.625,,,,2019MNRAS.485.5168M,45/00/90/33/WASP_74_b_3.11772_4289_4.tbl
K2-18 b,Transmission,Benneke et al. 2019,,17,Wide Field Camera 3,Hubble Space Telescope satellite,1.14,1.61,,,,2019ApJ...887L..14B,77/18/82/78/K2_18_b_3.11793_4609_1.tbl
GJ 1132 b,Transmission,Diamond-Lowe et al. 2018,,17,LDSS-3C,Carnegie Institution for Science (CIS) 6.5m Landon Clay Telescope at Las Campanas Observatory (LCO),0.71,1.03,,,,2018AJ....156...42D,92/45/68/15/GJ_1132_b_3.11819_4179_1.tbl
K2-26 b,Transmission,Beichman et al. 2016,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2016ApJ...822...39B,21/39/75/77/K2_26_b_3.11845_3773_1.tbl
TRAPPIST-1 b,Eclipse,Greene et al. 2023,,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,,,,2023Natur.618...39G,75/34/32/80/TRAPPIST_1_b_3.11876_5123_1.tbl
WASP-121 b,Eclipse,Evans et al. 2017,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,,,eclipse depth (3670 +/- 130 ppm) taken from text,2017Natur.548...58E,14/02/08/63/WASP_121_b_3.11900_4003_2.tbl
WASP-121 b,Eclipse,Mikal-Evans et al. 2020,,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.129,1.628,,,,2020MNRAS.496.1638M,63/36/56/78/WASP_121_b_3.11900_4628_1.tbl
KELT-11 b,Transmission,Col&oacute;n et al. 2020,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,,,,2020AJ....160..280C,25/32/15/31/KELT_11_b_3.12023_4692_1.tbl
KELT-9 b,Transmission,Cauley et al. 2019,,19,Potsdam Echelle Polarimetric & Spectroscopic Instrument (PEPSI),LBT Consortium Large Binocular Telescope (LBT) at Mount Graham International Observatory,0.4805,0.6563,,,,2019AJ....157...69C,55/32/83/74/KELT_9_b_3.12026_4597_1.tbl
WASP-107 b,Transmission,Kreidberg et al. 2018,,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.133,1.616,,,,2018ApJ...858L...6K,93/35/74/72/WASP_107_b_3.12045_4176_1.tbl
GJ 486 b,Transmission,Moran et al. 2023,,110,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.867,5.155,,,Eureka! pipeline,2023ApJ...948L..11M,00/45/92/75/GJ_486_b_3.12681_5146_1.tbl
Kepler-410 A b,Transmission,D&eacute;sert et al. 2015,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2015ApJ...804...59D,75/41/65/85/Kepler_410_A_b_3.136_3665_1.tbl
KOI-13 b,Transmission,D&eacute;sert et al. 2015,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2015ApJ...804...59D,51/56/20/03/KOI_13_b_3.155_3665_1.tbl
Kepler-102 e,Transmission,D&eacute;sert et al. 2015,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2015ApJ...804...59D,81/88/53/34/Kepler_102_e_3.157_3665_1.tbl
Kepler-14 b,Transmission,D&eacute;sert et al. 2015,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2015ApJ...804...59D,80/53/96/33/Kepler_14_b_3.158_3665_1.tbl
Kepler-68 b,Transmission,D&eacute;sert et al. 2015,,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,,2015ApJ...804...59D,91/00/36/78/Kepler_68_b_3.175_3665_2.tbl
Kepler-62 e,Transmission,D&eacute;sert et al. 2015,,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,,2015ApJ...804...59D,84/97/10/74/Kepler_62_e_3.1785_3665_2.tbl
Kepler-32 d,Transmission,D&eacute;sert et al. 2015,,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,,2015ApJ...804...59D,75/39/98/16/Kepler_32_d_3.1803_3665_2.tbl
Kepler-20 d,Transmission,D&eacute;sert et al. 2015,,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,,2015ApJ...804...59D,83/72/44/57/Kepler_20_d_3.20_3665_2.tbl
Kepler-102 d,Transmission,D&eacute;sert et al. 2015,,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,,2015ApJ...804...59D,65/90/39/46/Kepler_102_d_3.204_3665_2.tbl
Kepler-25 c,Transmission,D&eacute;sert et al. 2015,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2015ApJ...804...59D,38/67/45/13/Kepler_25_c_3.209_3665_1.tbl
Kepler-37 d,Transmission,D&eacute;sert et al. 2015,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2015ApJ...804...59D,94/74/21/90/Kepler_37_d_3.211_3665_2.tbl
Kepler-93 b,Transmission,D&eacute;sert et al. 2015,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2015ApJ...804...59D,24/77/55/16/Kepler_93_b_3.216_3665_1.tbl
TrES-2 b,Transmission,Ranjan et al. 2014,,10,WFC3,Hubble Space Telescope satellite,1.0965,1.6535,,,,2014ApJ...785..148R,59/66/66/62/TrES_2_b_3.237_3622_1.tbl
Kepler-18 d,Transmission,D&eacute;sert et al. 2015,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2015ApJ...804...59D,65/60/10/07/Kepler_18_d_3.245_3665_1.tbl
Kepler-104 d,Transmission,D&eacute;sert et al. 2015,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2015ApJ...804...59D,01/30/57/46/Kepler_104_d_3.252_3665_1.tbl
Kepler-138 c,Transmission,D&eacute;sert et al. 2015,,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,,2015ApJ...804...59D,56/30/91/88/Kepler_138_c_3.302_3665_2.tbl
Kepler-22 b,Transmission,D&eacute;sert et al. 2015,,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,,2015ApJ...804...59D,43/36/83/23/Kepler_22_b_3.35_3665_2.tbl
Kepler-236 c,Transmission,D&eacute;sert et al. 2015,,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,,2015ApJ...804...59D,19/52/09/57/Kepler_236_c_3.448_3665_2.tbl
Kepler-10 c,Transmission,D&eacute;sert et al. 2015,,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,,2015ApJ...804...59D,72/27/78/94/Kepler_10_c_3.47_3665_1.tbl
Kepler-10 c,Transmission,D&eacute;sert et al. 2015,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2015ApJ...804...59D,19/45/49/56/Kepler_10_c_3.47_3665_2.tbl
Kepler-19 b,Transmission,D&eacute;sert et al. 2015,,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,,2015ApJ...804...59D,03/22/71/72/Kepler_19_b_3.52_3665_1.tbl
Kepler-19 b,Transmission,D&eacute;sert et al. 2015,,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2015ApJ...804...59D,88/44/55/87/Kepler_19_b_3.52_3665_2.tbl
Kepler-49 b,Transmission,D&eacute;sert et al. 2015,,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,,2015ApJ...804...59D,32/13/35/46/Kepler_49_b_3.76_3665_1.tbl
Kepler-49 b,Transmission,D&eacute;sert et al. 2015,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2015ApJ...804...59D,41/08/78/33/Kepler_49_b_3.76_3665_2.tbl
HAT-P-7 b,Transmission,Wong et al. 2016,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2455419.55743,2455430.58203,From Table 4,2016ApJ...823..122W,81/42/72/97/HAT_P_7_b_3.8_3855_1.tbl
HAT-P-7 b,Eclipse,Christiansen et al. 2010,,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,,,Table 3,2010ApJ...710...97C,75/85/79/47/HAT_P_7_b_3.8_4083_1.tbl
KOI-12 b,Transmission,D&eacute;sert et al. 2015,,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2015ApJ...804...59D,94/50/62/03/KOI_12_b_3.85_3665_1.tbl
KOI-12 b,Transmission,D&eacute;sert et al. 2015,,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,,2015ApJ...804...59D,49/68/71/75/KOI_12_b_3.85_3665_2.tbl
HAT-P-11 b,Transmission,Fraine et al. 2014,,1,Kepler CCD camera,The Kepler Mission,0.642,0.642,,,,2014Natur.513..526F,11/89/92/28/HAT_P_11_b_3.9_3640_1.tbl
HAT-P-11 b,Transmission,Fraine et al. 2014,,29,Wide Field Camera 3,Hubble Space Telescope satellite,1.153,1.68,,,,2014Natur.513..526F,22/97/21/85/HAT_P_11_b_3.9_3640_2.tbl
HAT-P-11 b,Transmission,Fraine et al. 2014,,6,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.521,4.471,,,,2014Natur.513..526F,90/55/80/28/HAT_P_11_b_3.9_3640_3.tbl
Kepler-158 c,Transmission,D&eacute;sert et al. 2015,,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,,2015ApJ...804...59D,45/34/30/13/Kepler_158_c_3.968_3665_1.tbl
Kepler-158 c,Transmission,D&eacute;sert et al. 2015,,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2015ApJ...804...59D,18/30/26/75/Kepler_158_c_3.968_3665_2.tbl
Kepler-205 c,Transmission,D&eacute;sert et al. 2015,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,,2015ApJ...804...59D,29/91/69/57/Kepler_205_c_3.978_3665_1.tbl
Kepler-205 c,Transmission,D&eacute;sert et al. 2015,,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,,2015ApJ...804...59D,48/24/13/89/Kepler_205_c_3.978_3665_2.tbl
HAT-P-32 b,Transmission,Gibson et al. 2013,,29,GMOS,Association of Universities for Research in Astronomy (AURA) 8.1m Frederick C. Gillett Gemini North Telescope at Mauna Kea Observatory,0.5276,0.9255,,,,2013MNRAS.436.2974G,63/30/37/70/HAT_P_32_b_3.11017_3612_1.tbl
HAT-P-32 b,Transmission,Mallonn et al. 2016,,1,BUSCA,Calar Alto Observatory's 2.2 meter Telescope,0.7886,0.7886,,,,2016MNRAS.463..604M,64/72/78/59/HAT_P_32_b_3.11017_3937_1.tbl
HAT-P-32 b,Transmission,Mallonn et al. 2016,,5,Multiple Instruments,Multiple Observatories,0.4407,0.6469,,,,2016MNRAS.463..604M,18/46/57/16/HAT_P_32_b_3.11017_3937_3.tbl
HAT-P-32 b,Transmission,Mallonn et al. 2016,,2,ULTRACAM,Isaac Newton Group (ING) 4.2m William Herschel Telescope (WHT) at Observatorio del Roque de los Muchachos,0.3585,0.58,,,,2016MNRAS.463..604M,81/56/61/78/HAT_P_32_b_3.11017_3937_4.tbl
HAT-P-3 b,Eclipse,Todorov et al. 2013,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 5,2013ApJ...770..102T,51/46/99/03/HAT_P_3_b_3.11023_4109_1.tbl
HAT-P-3 b,Transmission,Ricci et al. 2017,,1,FLAMINGOS,National Optical Astronomy Observatory (NOAO) 2.1 meter Telescope at Kitt Peak National Observatory (KPNO),1.4085,1.4085,,,,2017PASP..129f4401R,69/14/90/56/HAT_P_3_b_3.11023_3991_2.tbl
HAT-P-4 b,Eclipse,Christiansen et al. 2011,,1,High Resolution Imager (HRI),Deep Impact spacecraft,0.65,0.65,,,Table 6,2011ApJ...726...94C,06/69/78/74/HAT_P_4_b_3.11024_3153_1.tbl
WASP-39 b,Transmission,Wakeford et al. 2018,,36,Wide Field Camera 3,Hubble Space Telescope satellite,0.8225,1.6435,,,,2018AJ....155...29W,36/05/64/60/WASP_39_b_3.11466_4132_1.tbl
WASP-39 b,Transmission,JWST Transiting Exoplanet Community ERS Team 2022,,94,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.0085,5.288,,,Eureka! pipeline,2022arXiv220811692T,34/24/95/24/WASP_39_b_3.11466_4988_1.tbl
WASP-39 b,Transmission,JWST Transiting Exoplanet Community ERS Team 2022,,67,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,3.017,5.465,,,tshirt pipeline,2022arXiv220811692T,44/68/81/89/WASP_39_b_3.11466_4988_3.tbl
WASP-39 b,Transmission,Alderson et al. 2023,,344,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7629,5.1691,,,,2023Natur.614..664A,90/40/28/43/WASP_39_b_3.11466_5077_1.tbl
WASP-3 b,Eclipse,Zhao et al. 2012,,1,Wide-field InfraRed Camera (WIRC),California Institute of Technology 5.1m (200inch) Hale Telescope at Palomar Observatory,2.15,2.15,,,,2012ApJ...748L...8Z,53/37/43/83/WASP_3_b_3.11467_4101_1.tbl
WASP-43 b,Transmission,Murgas et al. 2014,,36,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.5425,0.9175,2456301.67,2456301.67,,2014A&A...563A..41M,50/50/36/69/WASP_43_b_3.11469_3423_1.tbl
WASP-43 b,Transmission,Chen et al. 2014,,7,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.575,2.19,2455934.791927,2455934.79253,,2014A&A...563A..40C,01/98/70/86/WASP_43_b_3.11469_3425_2.tbl
WASP-43 b,Transmission,Ricci et al. 2015,,1,RATIR,Observatorio Astronomico Nacional's Harold Johnson Telescope,0.76,0.76,,,,2015PASP..127..143R,58/39/42/16/WASP_43_b_3.11469_3491_2.tbl
WASP-43 b,Transmission,Hoyer et al. 2016,,1,CAMELOT,Observatorio del Teide's 0.8 meter Telescope,0.6273,0.6273,2457144.42829,2457144.42829,,2016AJ....151..137H,91/63/78/00/WASP_43_b_3.11469_3830_1.tbl
WASP-43 b,Eclipse,Gillon et al. 2012,,2,HAWK-I,European Southern Observatory (ESO) 8.2m Very Large Telescope (VLT) Yepun at Paranal Observatory,1.186,2.095,,,Table 5,2012A&A...542A...4G,51/66/22/48/WASP_43_b_3.11469_4097_1.tbl
GJ 3470 b,Transmission,Biddle et al. 2014,,1,ISLE,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 1.88m Telescope,1.215,1.215,2456247.29954,2456247.29954,,2014MNRAS.443.1810B,73/18/86/45/GJ_3470_b_3.11524_3413_12.tbl
GJ 3470 b,Transmission,Biddle et al. 2014,,1,,Faulkes Telescope North,0.4326,0.4326,2456360.7449,2456360.7449,,2014MNRAS.443.1810B,00/00/58/91/GJ_3470_b_3.11524_3413_4.tbl
GJ 3470 b,Transmission,Crossfield et al. 2013,,6,MOSFIRE,W. M. Keck Observatory,2.11,2.335,2456390.7758,2456390.7758,,2013A&A...559A..33C,58/26/65/35/GJ_3470_b_3.11524_3571_1.tbl
GJ 3470 b,Transmission,Dragomir et al. 2015,,2,Fairchild CCD486 BI,LCOGT 2m telescope at Siding Springs Observatory,0.49,0.49,2456661.0463,2456691.07394,,2015ApJ...814..102D,20/25/03/13/GJ_3470_b_3.11524_3712_1.tbl
HAT-P-41 b,Transmission,Wakeford et al. 2020,,59,Wide Field Camera 3,Hubble Space Telescope satellite,0.205,0.785,,,,2020AJ....159..204W,27/31/89/55/HAT_P_41_b_3.11534_4599_1.tbl
WASP-67 b,Transmission,Mancini et al. 2014,,1,TRAPPISTCam,European Southern Observatory (ESO) 0.6m TRAnsiting Planets and PlanetesImals Small Telescope (TRAPPIST) at La Silla Observatory,0.838,0.838,,,,2014A&A...568A.127M,17/11/56/84/WASP_67_b_3.11547_3450_1.tbl
WASP-57 b,Transmission,Southworth et al. 2015,,1,DFOSC,Danish 1.54m telescope at European Southern Observatory,0.6489,0.6489,,,,2015MNRAS.454.3094S,10/51/04/15/WASP_57_b_3.11556_3659_3.tbl
WASP-57 b,Transmission,Southworth et al. 2015,,4,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.477,0.9134,,,,2015MNRAS.454.3094S,82/16/29/82/WASP_57_b_3.11556_3659_1.tbl
WASP-80 b,Transmission,Fukui et al. 2014,,9,SIRIUS,Infrared Survey Facility,1.25,2.14,2456490.492507,2456573.32468,,2014ApJ...790..108F,46/32/24/03/WASP_80_b_3.11585_3637_1.tbl
GJ 3470 b,Transmission,Biddle et al. 2014,,3,,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 0.5m Telescope,0.4858,0.7886,2456247.29954,2456247.29954,,2014MNRAS.443.1810B,92/58/04/44/GJ_3470_b_3.11524_3413_2.tbl
GJ 3470 b,Transmission,Biddle et al. 2014,,1,,Calar Alto observatory's 1.23m Telescope,0.7886,0.7886,2456367.41949,2456367.41949,,2014MNRAS.443.1810B,69/07/41/00/GJ_3470_b_3.11524_3413_5.tbl
GJ 3470 b,Transmission,Biddle et al. 2014,,1,Mont4K CCD Imager,Steward Observatory's 1.5 meter Kuiper Telescope,0.7886,0.7886,2456340.72589,2456340.72589,,2014MNRAS.443.1810B,82/56/96/89/GJ_3470_b_3.11524_3413_8.tbl
GJ 3470 b,Transmission,Fukui et al. 2013,,1,ISLE,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 1.88m Telescope,1.215,1.215,2456247.29954,2456247.29954,,2013ApJ...770...95F,05/10/04/98/GJ_3470_b_3.11524_3570_2.tbl
GJ 3470 b,Transmission,Nascimbeni et al. 2013,,2,LBC,Large Binocular Telescope Observatory,0.3575,0.9635,2456340.72559,2456340.72559,,2013A&A...559A..32N,10/68/91/22/GJ_3470_b_3.11524_3572_1.tbl
GJ 3470 b,Transmission,Dragomir et al. 2015,,2,Mont4k CCD,Steward Observatory's 1.5 meter Kuiper Telescope,0.437,0.545,2456677.7278,2456697.74734,,2015ApJ...814..102D,15/64/46/23/GJ_3470_b_3.11524_3712_2.tbl
GJ 3470 b,Transmission,Dragomir et al. 2015,,4,SBIG imager,LCOGT 1m telescope at McDonald Observatory,0.49,0.763,2456370.75698,2456717.7641,,2015ApJ...814..102D,82/32/40/45/GJ_3470_b_3.11524_3712_4.tbl
GJ 3470 b,Transmission,Awiphan et al. 2016,,4,ULTRASPEC,Thai National Observatory's 2.4m Telescope,0.4858,0.9222,,,,2016MNRAS.463.2574A,56/08/42/64/GJ_3470_b_3.11524_3890_2.tbl
GJ 3470 b,Transmission,Benneke et al. 2019,,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.135,1.645,,,,2019NatAs...3..813B,11/46/54/90/GJ_3470_b_3.11524_4359_2.tbl
GJ 3470 b,Transmission,Benneke et al. 2019,,8,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.552,0.895,,,,2019NatAs...3..813B,02/28/01/25/GJ_3470_b_3.11524_4359_4.tbl
WASP-67 b,Transmission,Mancini et al. 2014,,4,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.459,0.8989,,,,2014A&A...568A.127M,79/82/89/66/WASP_67_b_3.11547_3450_2.tbl
WASP-67 b,Eclipse,Kammer et al. 2015,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 3,2015ApJ...810..118K,45/50/57/30/WASP_67_b_3.11547_4121_1.tbl
CoRoT-1 b,Eclipse,Zhao et al. 2012,,1,Wide-field InfraRed Camera (WIRC),California Institute of Technology 5.1m (200inch) Hale Telescope at Palomar Observatory,1.635,1.635,,,,2012ApJ...744..122Z,87/47/21/70/CoRoT_1_b_3.10951_4099_1.tbl
GJ 1214 b,Transmission,C&aacute;ceres et al. 2014,,1,OSIRIS,The Southern Astrophysical Research Telescope,2.14,2.14,2455783.59415,2455783.59415,,2014A&A...565A...7C,03/27/70/04/GJ_1214_b_3.10969_3574_1.tbl
GJ 1214 b,Transmission,Narita et al. 2013,,3,SIRIUS,Infrared Survey Facility,1.25,2.14,,,,2013PASJ...65...27N,60/32/98/27/GJ_1214_b_3.10969_3643_1.tbl
GJ 1214 b,Transmission,Nascimbeni et al. 2015,,2,LBC,Large Binocular Telescope Observatory,0.5,0.775,,,,2015A&A...579A.113N,65/62/26/12/GJ_1214_b_3.10969_3669_1.tbl
HAT-P-12 b,Transmission,Line et al. 2013,,23,Wide Field Camera 3,Hubble Space Telescope satellite,1.108,1.627,,,,2013ApJ...778..183L,62/22/42/73/HAT_P_12_b_3.10993_3415_1.tbl
HAT-P-12 b,Transmission,Sing et al. 2016,,12,Wide Field Camera 3,Hubble Space Telescope satellite,1.132,1.6424,,,,2016Natur.529...59S,05/61/54/57/HAT_P_12_b_3.10993_3717_1.tbl
HAT-P-13 b,Eclipse,Hardy et al. 2017,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 3,2017ApJ...836..143H,25/15/52/34/HAT_P_13_b_3.10994_4188_1.tbl
HAT-P-16 b,Transmission,Pearson et al. 2014,,1,Mont4k CCD,Steward Observatory's 1.5 meter Kuiper Telescope,0.36,0.36,2456290.65779,2456290.65779,,2014NewA...27..102P,36/71/60/63/HAT_P_16_b_3.10998_3417_1.tbl
HAT-P-1 b,Transmission,Montalto et al. 2015,,5,DOLORES,Telescopio Nazionale Galileo,0.5253,0.7666,,,,2015ApJ...811...55M,27/76/38/66/HAT_P_1_b_3.11003_3647_1.tbl
HAT-P-26 b,Transmission,Wakeford et al. 2017,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,,2017Sci...356..628W,09/76/11/36/HAT_P_26_b_3.11010_4163_2.tbl
HAT-P-32 b,Transmission,Nortmann et al. 2016,,20,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.528,0.908,,,,2016A&A...594A..65N,40/28/82/27/HAT_P_32_b_3.11017_3792_1.tbl
HAT-P-8 b,Eclipse,Todorov et al. 2012,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,"Table 4 (eclip depth), Table 5 (bright temp)",2012ApJ...746..111T,39/12/94/22/HAT_P_8_b_3.11027_3155_1.tbl
TrES-3 b,Eclipse,Christiansen et al. 2011,,1,High Resolution Imager (HRI),Deep Impact spacecraft,0.65,0.65,,,Table 6,2011ApJ...726...94C,97/39/15/28/TrES_3_b_3.11431_3153_1.tbl
WASP-12 b,Transmission,Stevenson et al. 2014,,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,,2014AJ....147..161S,94/67/07/55/WASP_12_b_3.11441_3579_2.tbl
WASP-17 b,Transmission,Sing et al. 2016,,12,Wide Field Camera 3,Hubble Space Telescope satellite,1.1319,1.6423,,,,2016Natur.529...59S,07/79/92/43/WASP_17_b_3.11446_3717_1.tbl
WASP-18 b,Eclipse,Arcangeli et al. 2018,,14,Wide Field Camera 3,Hubble Space Telescope satellite,1.156,1.583,,,Table 1,2018ApJ...855L..30A,16/63/04/19/WASP_18_b_3.11447_4180_1.tbl
XO-2 N b,Transmission,Pearson et al. 2019,,60,GMOS,Association of Universities for Research in Astronomy (AURA) 8.1m Frederick C. Gillett Gemini North Telescope at Mauna Kea Observatory,0.3951,0.6316,,,,2019AJ....157...21P,89/02/04/94/XO_2_N_b_3.11481_4246_1.tbl
GJ 3470 b,Transmission,Biddle et al. 2014,,2,,Large Binocular Telescope Observatory,0.3575,0.9635,2456340.72589,2456340.72589,,2014MNRAS.443.1810B,56/03/48/86/GJ_3470_b_3.11524_3413_1.tbl
GJ 3470 b,Transmission,Biddle et al. 2014,,2,SBIG imager,LCOGT 1m telescope at Cerro Tololo Inter-American Observatory,0.6274,0.87,2456300.68551,2456300.68551,,2014MNRAS.443.1810B,38/30/73/76/GJ_3470_b_3.11524_3413_7.tbl
GJ 3470 b,Transmission,Dragomir et al. 2015,,3,SBIG imager,LCOGT 1m telescope at South African Astronomical Observatory,0.763,0.763,2456684.40052,2456714.4316,,2015ApJ...814..102D,65/67/67/29/GJ_3470_b_3.11524_3712_5.tbl
WASP-98 b,Transmission,Mancini et al. 2016,,8,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.459,0.8989,2456943.69594,2457029.61277,,2016MNRAS.461.1053M,42/69/84/13/WASP_98_b_3.11669_3846_1.tbl
WASP-74 b,Transmission,Mancini et al. 2019,,1,DLR-MKIII camera,Calar Alto Observatory's 1.2 meter Telescope,0.787,0.787,,,,2019MNRAS.485.5168M,49/47/85/26/WASP_74_b_3.11772_4289_3.tbl
WASP-121 b,Transmission,Evans et al. 2016,,31,Wide Field Camera 3,Hubble Space Telescope satellite,0.4365,1.6315,,,,2016ApJ...822L...4E,12/56/49/47/WASP_121_b_3.11900_3831_1.tbl
