pl_name,hostname,pl_letter,is_control,earth2_rank,earth2_index,rankable,score_earth_similarity,score_conservative_habitability,score_observational_confidence,score_characterisation_potential,rank_earth_similarity,rank_conservative_habitability,rank_observational_confidence,rank_characterisation_potential,esi_global,esi_global_p16,esi_global_p50,esi_global_p84,esi_interior,esi_surface,hz_conservative,hz_optimistic,hz_conservative_prob,hz_optimistic_prob,hz_position_conservative,hz_conservative_clamped,hz_optimistic_clamped,hz_model_extrapolated,hz_teff_in_range,hz_teff_valid_fraction,hz_teff_offset_from_range_k,rocky_plausibility,pl_rade,pl_radeerr1,pl_radeerr2,pl_rade_p16,pl_rade_p50,pl_rade_p84,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,mass_class,pl_dens_used,esi_density_source,pl_vesc_kms,insol_used,insol_source,teq_used,teq_source,teq_albedo_assumed,pl_orbper,pl_orbsmax,pl_orbeccen,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,st_teff,st_rad,st_mass,st_lum,st_met,st_age,st_spectype,sy_dist,ra,dec,sy_vmag,sy_jmag,sy_kmag,sy_gaiamag,sy_tmag,gaia_source_id,gaia_parallax_mas,gaia_parallax_error_mas,gaia_ruwe,gaia_non_single_star,gaia_pmra_masyr,gaia_pmdec_masyr,discoverymethod,disc_year,disc_facility,tran_flag,rv_flag,ttv_flag,pl_controv_flag,sy_snum,sy_pnum,n_references,n_param_sets,rade_rel_spread,composite_parameter_source_count,composite_uses_mixed_sources,default_solution_present,default_solution_parameter_coverage,default_solution_overlap_count,composite_default_median_fractional_difference,n_transmission_points,n_emission_points,has_atmosphere_data,transmission_facilities,emission_facilities,st_nrvc,st_nphot,st_nspec,mc_uncertainty_coverage,mc_params_without_uncertainty,tsm,esm,rv_semi_amplitude_ms,ephemeris_uncertainty_2030_minutes,followup_orbital_separation_au,followup_separation_source,max_angular_separation_mas,reflected_light_contrast_ag0p3,reflected_light_geometric_albedo_assumed,tic_id,hd_name,hip_name
Kepler-238 d,Kepler-238,d,False,2776,0.08976513827135413,True,0.2199408398353894,0.0,0.8574377224199289,0.38090184643326497,3641,480,1633,3765,0.21540337436241974,0.20164979896381338,0.2199408398353894,0.2334069634695745,0.6733052380228116,0.06891170759783212,0.0,0.0,0.0,0.0,-309.71991066004676,0.0,0.0,False,True,1.0,0.0,0.0006127922641886071,3.07,0.57,-0.57,2.4999811091459843,3.079374316646515,3.644116621431487,23.1,7.9,-6.1,measured,2.95,catalogue,30.683974785944784,213.48,catalogue,971.6377187172202,derived_from_insolation_albedo_0.306,0.306,13.233549,0.115,0.0,2454973.32179,0.00365,-0.00365,5751.0,1.43,1.229,0.43048,0.34,4.79,,1798.75,287.8971066,40.6378141,15.297,13.894,13.512,15.0243,14.538,,,,,,,,Transit,2014.0,Kepler,1,0,0.0,0.0,1.0,5.0,13.0,13.0,0.5213523131672598,7.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,1.3890105338092118,0.31484731201039046,5.442876883482719,66.57595810640355,0.115,catalogue,0.06393328700486449,1.2370558721402087e-07,0.3,TIC 121460918,,
Kepler-876 b,Kepler-876,b,False,2777,0.08976478016328533,True,0.29662540434731366,0.0,0.5640689655172414,0.25254739184757674,2519,480,4122,4167,0.2989153269361509,0.2879075867373426,0.29662540434731366,0.3036290906444198,0.9178560838563061,0.09734682184809067,0.0,0.0,0.0,0.0,-233.8359905019229,0.0,0.0,False,True,1.0,0.0,0.7009500629934621,1.43,0.1,-0.09,1.3399199712751282,1.4296347850324116,1.5283637784113062,2.63,,,inferred_mass_radius,4.94,catalogue,15.169968203681222,152.746,catalogue,893.629565044798,derived_from_insolation_albedo_0.306,0.306,5.14438011,0.0549,0.0,2454966.82743,0.00362,-0.00362,5060.0,0.77,0.81,-0.33828,-0.03,5.25,,820.913,283.4781717,43.3837235,15.647,13.925,13.354,15.3301,14.7353,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,9.0,9.0,0.08275862068965525,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,0.5723242865243913,0.24774286569471163,1.1211872129228568,52.28325109215854,0.0549,catalogue,0.06687675795120798,1.1777025921436387e-07,0.3,TIC 164529393,,
Kepler-180 b,Kepler-180,b,False,2778,0.08975828747296763,True,0.31570358020512435,0.0,0.5167814569536424,0.4723831278876723,2237,480,5569,3411,0.35972046679035063,0.2473287080829782,0.31570358020512435,0.3543137959206533,0.8953855515657272,0.14451742492560093,0.0,0.0,0.0,0.0,-103.82944266760984,0.0,0.0,False,True,1.0,0.0,0.6301686992826379,1.5,0.67,-0.67,0.8570789888465717,1.4934118794956293,2.1732417587613804,2.86,,,inferred_mass_radius,4.66,catalogue,15.445863838149897,72.119,catalogue,740.7599456797992,derived_from_insolation_albedo_0.306,0.306,13.817124,0.109,0.0,2454968.04028,0.00709,-0.00709,5731.0,1.063,0.95,-0.13204,0.03,9.7,,695.65,295.5712566,49.774514,14.488,13.057,12.685,14.325,13.8216,,,,,,,,Transit,2014.0,Kepler,1,0,0.0,0.0,1.0,2.0,10.0,10.0,0.4768211920529801,8.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,2.6130600104176223,0.10939725632638972,0.7886809793171677,122.07169478695705,0.109,catalogue,0.15668798964996766,3.2872880966195826e-08,0.3,TIC 27532033,,
Kepler-1852 b,Kepler-1852,b,False,2779,0.089754974983581,True,0.3264031190736046,0.0,0.4931489361702128,0.528188518176781,2086,480,5947,2973,0.32586141443967637,0.29428058631000686,0.3264031190736046,0.3489224045381354,0.7838153579301604,0.13547280025366368,0.0,0.0,0.0,0.0,-118.916258088786,0.0,0.0,False,True,1.0,0.0,0.19301617983096384,1.88610592,,,1.88610592,1.88610592,1.88610592,4.22,,,inferred_mass_radius,3.46,catalogue,16.73200560409006,79.1,catalogue,758.0697868143837,derived_from_insolation_albedo_0.306,0.306,7.970940113,0.0762,0.0,2454967.0507,0.00232,-0.00232,5237.0,0.826,0.927,-0.43168,0.24,8.6,,772.481,288.0297157,40.3441934,15.726,14.013,13.427,15.4354,14.828,,,,,,,,Transit,2021.0,Kepler,1,0,0.0,0.0,1.0,1.0,7.0,7.0,0.3404255319148937,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.33333333333333337,4,3.8420724892077467,0.23948357385947697,1.420948685310645,,0.0762,catalogue,0.09864320287489273,1.0634827714107512e-07,0.3,TIC 121465404,,
Kepler-150 d,Kepler-150,d,False,2780,0.08975334332921497,True,0.2970369923143067,0.0,0.5626881720430108,0.5732560047051156,2511,480,4168,2522,0.2961739107215332,0.2704443531537448,0.2970369923143067,0.32627302373424316,0.6028801056819199,0.14549988391616847,0.0,0.0,0.0,0.0,-95.12360323538734,0.0,0.0,False,True,1.0,0.0,0.002646300586296108,2.79,0.41,-0.41,2.3630867623773817,2.7863885622498143,3.1984103592755586,8.2,,,inferred_mass_radius,2.07,catalogue,19.176954576001787,65.142,catalogue,722.1548614007338,derived_from_insolation_albedo_0.306,0.306,12.56093,0.104,0.0,2454999.79588,0.00158,-0.00158,5560.0,0.939,0.956,-0.16141,0.12,1.74,,891.092,288.2341025,40.520897,15.161,13.817,13.367,14.9743,14.4746,,,,,,,,Transit,2014.0,Kepler,1,0,0.0,0.0,1.0,5.0,12.0,12.0,0.09426523297491035,7.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,5.245272001568553,0.34495357231661106,2.324449457319088,31.031998797215756,0.104,catalogue,0.11671073244962361,1.2492517683320314e-07,0.3,TIC 121598758,,
Kepler-1266 c,Kepler-1266,c,False,2781,0.08973969479639303,True,0.3104552205566806,0.0,0.5286153846153847,0.49205784334916536,2312,480,5312,3275,0.3101048459576777,0.3027317431958554,0.3104552205566806,0.3189932767436096,0.8391294849640147,0.1146009253751332,0.0,0.0,0.0,0.0,-169.27251752592852,0.0,0.0,False,True,1.0,0.0,0.4010245175539511,1.68023962,,,1.68023962,1.68023962,1.68023962,3.46,,,inferred_mass_radius,4.01,catalogue,16.0519298758865,110.4,catalogue,823.9622891019791,derived_from_insolation_albedo_0.306,0.306,4.86631012,0.0506,0.0,2455186.33846,0.00368,-0.00368,4996.0,0.831,0.791,-0.52996,0.14,7.24,,849.312,285.8693277,42.7279996,16.016,14.388,13.824,15.836,15.2498,,,,,,,,Transit,2021.0,Kepler,1,0,0.0,0.0,1.0,2.0,8.0,8.0,0.3782051282051281,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,2.9934604878043247,0.20088691339001288,1.5265614313070592,,0.0506,catalogue,0.059577634603066955,1.914034023849959e-07,0.3,TIC 158167159,,
Kepler-899 b,Kepler-899,b,False,2782,0.0897319551868448,True,0.3029973751116899,0.0,0.5467315175097277,0.5512333373070833,2409,480,4781,2742,0.3044975592246536,0.27343793772882874,0.3029973751116899,0.32431010525796794,0.6202414337056307,0.14948818078763854,0.0,0.0,0.0,0.0,-90.47257332940714,0.0,0.0,False,True,1.0,0.0,0.004128089124970075,2.68,0.46,-0.26,2.423919948282958,2.6971608054955714,3.1495020649269807,7.65,,,inferred_mass_radius,2.18,catalogue,18.898969996809313,62.198,catalogue,713.8536297473867,derived_from_insolation_albedo_0.306,0.306,19.17891293,0.1392,0.0,2454972.74661,0.00285,-0.00285,5595.0,0.91,0.93,0.04831,-0.06,4.07,,1246.43,297.4825612,40.6807412,15.713,14.113,13.615,15.382,14.8506,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,10.0,10.0,0.22723735408560317,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,4.505054112941586,0.2915774870048835,1.9181558660664124,45.88195370558668,0.1392,catalogue,0.11167895509575346,6.434271203926923e-08,0.3,TIC 169557750,,
Kepler-905 b,Kepler-905,b,False,2783,0.0897196729549671,True,0.2842555873490264,0.0,0.5975277968428278,0.30671686411167237,2695,480,3415,3982,0.2846251857272104,0.2799511127681437,0.2842555873490264,0.28770531651167924,0.9252134407964563,0.08755979191191977,0.0,0.0,0.0,0.0,-276.38528620481367,0.0,0.0,False,True,1.0,0.0,0.7215846592330125,1.41,0.05,-0.05,1.3617556773730515,1.4095328642254306,1.4586128209350009,2.57,,,inferred_mass_radius,5.04,catalogue,15.101908003074755,185.771,catalogue,938.4465603464106,derived_from_insolation_albedo_0.306,0.306,5.082746517,0.05689,0.0,2454966.21095,0.00147,-0.00147,5461.0,0.86,0.95,-0.21507,0.09,1.66,,529.268,290.0511468,46.7134077,14.058,12.697,12.264,13.9504,13.4398,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,11.0,11.0,0.1372683596431024,7.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,0.8320522365858474,0.3228856175716427,0.9891036183216438,18.007691938054318,0.05689,catalogue,0.10748807787359145,1.0662881988810642e-07,0.3,TIC 159225367,,
K2-86 b,K2-86,b,False,2784,0.08971824558978707,True,0.32175936232319113,0.0,0.5023187860256717,0.7307159703441443,2151,480,5778,1516,0.3225625926053894,0.29138717340256115,0.32175936232319113,0.3580645737399876,0.7645030253790002,0.13609707573979787,0.0,0.0,0.0,0.0,-114.97302404112533,0.0,0.0,False,True,1.0,0.0,0.1398182193547926,1.96,0.27,-0.27,1.702973359459945,1.9633601188040473,2.2333687284546757,4.5,,,inferred_mass_radius,3.28,catalogue,16.949349545041542,78.0,catalogue,755.4204158239593,derived_from_insolation_albedo_0.306,0.306,8.77683,0.077,,2457070.0173,0.0036,-0.0036,5482.0,0.76,0.79,-0.38611,-0.35,,,258.699,51.5531053,18.6355718,13.041,11.44,10.927,12.7978,12.2517,,,,,,,,Transit,2016.0,K2,1,0,0.0,0.0,1.0,1.0,3.0,3.0,1.5897030900906866,5.0,True,True,0.7272727272727273,8.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,15.564956491118245,0.9072373561175215,1.632437306002772,873.5481821467205,0.077,catalogue,0.2976432069702627,1.1247058065283672e-07,0.3,TIC 25958378,,
Kepler-1478 b,Kepler-1478,b,False,2785,0.08971777359143275,True,0.3247572525949777,0.0,0.4958285714285715,0.42477842800384186,2112,480,5849,3660,0.3288159959468659,0.2850154274875198,0.3247572525949777,0.3434621885536449,0.8248644793175874,0.1310760275190626,0.0,0.0,0.0,0.0,-121.00873615305363,0.0,0.0,False,True,1.0,0.0,0.34959663139236513,1.73,0.47,-0.19,1.5392110980862221,1.7241625458753251,2.1964874136743187,3.64,,,inferred_mass_radius,3.86,catalogue,16.225663135445995,85.282,catalogue,772.4660679501452,derived_from_insolation_albedo_0.306,0.306,26.0840594,0.1681,0.0,2454982.4478,0.0163,-0.0163,5904.0,1.06,1.04,0.30415,0.03,3.98,,1845.58,293.1650085,41.746184,15.409,14.28,13.873,15.3994,14.9375,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,8.0,8.0,0.6514285714285715,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,1.8807682471043898,0.09041481428721866,0.7646170196486324,213.67123634379183,0.1681,catalogue,0.09108247813695423,1.8385058846754334e-08,0.3,TIC 138097834,,
TOI-4405 b,TOI-4405,b,False,2786,0.08971389857076563,True,0.33155693335918696,0.0,0.48156793145824206,0.8025695988811208,2022,480,6064,1247,0.3313747543700369,0.3113422350892153,0.33155693335918696,0.34814147611372925,0.6424084197520681,0.1709336684537575,0.0,0.0,0.0,0.0,-74.79851645447133,0.0,0.0,False,True,1.0,0.0,0.008406919836661387,2.55505441,0.27294816,-0.21353108,2.350679922693204,2.554051532976361,2.819089442330246,7.06,,,inferred_mass_radius,2.33,catalogue,18.59418249457824,48.1559,catalogue,669.618499090363,derived_from_insolation_albedo_0.306,0.306,5.92143995316,,,2458548.16111677,0.00195792,-0.00193654,4467.38,0.687025,0.68,-0.81302,,,,155.501,101.5953368,-75.4441271,13.476,11.288,10.552,13.1396,12.3813,,,,,,,,Transit,2026.0,Transiting Exoplanet Survey Satellite (TESS),1,0,0.0,0.0,1.0,1.0,2.0,2.0,0.11893896274101806,4.0,True,True,0.5,5.0,0.0,0,0,False,,,0.0,0.0,0.0,0.4,3,25.56870877635635,2.1216700114403744,3.227058671551824,22.9868198462128,0.05632843790538407,derived_from_period_and_stellar_mass,0.36223842872640094,3.571520403442503e-07,0.3,TIC 177254988,,
HD 35759 b,HD 35759,b,False,2787,0.08971371587235337,True,0.26934923136847644,0.0,0.6441593930128359,,2909,480,2591,,0.26928745899300627,0.266239895577692,0.26934923136847644,0.27276955746857884,0.47570065835350284,0.15243984698676225,0.0,0.0,0.0,0.0,-30.689693596266853,0.0,0.0,False,True,1.0,0.0,1.7587922024243116e-25,13.0,,,13.0,13.0,13.0,1195.0408,54.0311,-54.0311,msini_lower_limit,2.99,catalogue,107.24930962127334,22.7689,catalogue,555.2653580978357,derived_from_insolation_albedo_0.306,0.306,82.467,0.389,0.389,,,,6060.0,1.759974,1.15,0.53724,0.04,,G0,71.2423,82.8886636,64.3183753,7.74,6.606,6.319,7.59606,7.1975,,,,,,,,Radial Velocity,2016.0,Haute-Provence Observatory,0,1,0.0,0.0,1.0,1.0,1.0,1.0,,4.0,True,True,0.5833333333333334,7.0,0.0,0,0,False,,,0.0,1.0,0.0,0.8333333333333334,1,,,173.26454490932625,,0.389,catalogue,5.4602392118165755,1.938633650476183e-07,0.3,TIC 286954708,HD 35759,HIP 25883
EPIC 249893012 c,EPIC 249893012,c,False,2788,0.08970278407593904,True,0.20968757057458073,0.0,0.9141593930128359,0.7071470076500918,3798,480,1113,1623,0.21191556240610565,0.19084561532406105,0.20968757057458073,0.22536371196533936,0.5148095646738062,0.08723265586246597,0.0,0.0,0.0,0.0,-238.44909929574726,0.0,0.0,False,True,1.0,0.0,3.2020964069373386e-05,3.67,0.17,-0.14,3.5357569080510642,3.6698175442044008,3.844626850594396,14.67,1.84,-1.89,measured,1.62,catalogue,22.36437881088429,160.0,catalogue,904.055437840761,derived_from_insolation_albedo_0.306,0.306,15.624,0.13,0.07,2457998.841,0.002,-0.004,5430.0,1.71,1.05,0.35568,0.2,9.0,G8 IV/V,321.296,228.2482353,-16.7246474,11.429,10.216,9.714,11.4019,10.8872,,,,,,,,Transit,2020.0,K2,1,1,0.0,0.0,1.0,3.0,1.0,1.0,0.0,3.0,True,True,1.0,12.0,0.0,0,0,False,,,0.0,0.0,0.0,1.0,0,13.226380819912617,1.6664821208964602,3.6412785184873395,414.75999807117375,0.13,catalogue,0.40461132413724415,1.383418785883001e-07,0.3,TIC 432254760,,
K2-8 c,K2-8,c,False,2789,0.08969848222010725,True,0.2810454993738961,0.0,0.6065311203319502,0.6930224294761546,2742,480,3247,1680,0.28200540139926766,0.2586103533287526,0.2810454993738961,0.3059024418989637,0.6683222148844538,0.118995066522084,0.0,0.0,0.0,0.0,-150.8632659044793,0.0,0.0,False,True,1.0,0.0,0.015596128962744654,2.41,0.33,-0.33,2.0939408957679655,2.429002702168515,2.741051105055074,6.39,,,inferred_mass_radius,2.51,catalogue,18.21447771754166,97.8,catalogue,799.3735624657184,derived_from_insolation_albedo_0.306,0.306,5.06416,0.0532,,2456813.0707,0.0033,-0.0033,4870.0,0.74,0.78,-0.55319,-0.02,,K3 V,403.513,169.7935178,-0.2844389,14.801,12.829,12.245,14.3358,13.7067,,,,,,,,Transit,2016.0,K2,1,0,0.0,0.0,1.0,2.0,5.0,5.0,0.0622406639004149,4.0,True,True,0.8181818181818182,9.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,11.996851647695973,1.0378519026002275,2.808155157642653,663.0362290800105,0.0532,catalogue,0.13184209678498585,3.562206284295186e-07,0.3,TIC 38114658,,
HD 96063 b,HD 96063,b,False,2790,0.08969319665265951,True,0.27168402775145706,0.0,0.6358406069871642,,2873,480,2964,,0.2715957920878016,0.2546753795536608,0.27168402775145706,0.2911481578764754,0.2814849299304122,0.26205407976205375,0.0,0.0,0.0,0.001,-14.443894150996975,0.0,0.0,False,True,1.0,0.0,5.311092249679133e-27,13.7,,,13.7,13.7,13.7,403.6441,85.8141,-85.8141,msini_lower_limit,0.863,catalogue,60.717493618200145,10.3076,catalogue,455.46441994106914,derived_from_insolation_albedo_0.306,0.306,362.5,1.11,0.17,,,,5020.0,4.75,1.37,1.1038,-0.3,9.0,G6 V,140.065,166.1853484,-2.5132966,8.21,6.607,6.05,7.96991,7.42073,,,,,,,,Radial Velocity,2011.0,W. M. Keck Observatory,0,1,0.0,0.0,1.0,1.0,2.0,2.0,,4.0,True,True,0.6666666666666666,8.0,0.0,0,0,False,,,0.0,1.0,1.0,0.6666666666666667,2,,,29.76370968052951,,1.11,catalogue,7.924892014421876,2.644255532294334e-08,0.3,TIC 53178442,HD 96063,HIP 54158
Kepler-1713 b,Kepler-1713,b,False,2791,0.0896874671870697,True,0.28678550180477214,0.0,0.5893142857142858,0.637372448314815,2649,480,3617,2005,0.28655400675418063,0.2821198281452642,0.28678550180477214,0.2914595074397335,0.8286888153478488,0.09908809828983553,0.0,0.0,0.0,0.0,-194.12396754040947,0.0,0.0,False,True,1.0,0.0,0.35808701306797824,1.71673535,,,1.71673535,1.71673535,1.71673535,3.59,,,inferred_mass_radius,3.9,catalogue,16.17597117299319,144.3,catalogue,881.0116471236546,derived_from_insolation_albedo_0.306,0.306,18.01160049,0.14185,0.0,2455018.09162,0.00238,-0.00238,6477.0,1.459,1.3,0.48598,0.1,3.72,,295.293,287.3456737,43.3783894,11.065,9.969,9.754,10.8652,10.5143,,,,,,,,Transit,2021.0,Kepler,1,0,1.0,0.0,1.0,1.0,9.0,9.0,0.20571428571428577,6.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,8.168030390472943,0.37849806755423626,0.7352560682866656,,0.14185,catalogue,0.48037034403118256,2.5424725023701444e-08,0.3,TIC 158432813,,
HD 154345 b,HD 154345,b,False,2792,0.08968478368032606,True,0.21191715135304234,0.0,0.9,,3769,480,1281,,0.21154492839667893,0.20903801615438364,0.21191715135304234,0.21495381130302912,0.27268720878340086,0.16411204958976477,0.0,0.0,0.0,0.0,1.4446917563887713,0.0,0.0,False,True,1.0,0.0,5.311092249679133e-27,13.7,,,13.7,13.7,13.7,376.9444907,30.19369866,-18.75187601,measured,0.806,catalogue,58.675018000765206,0.0349,catalogue,109.8680518675051,derived_from_insolation_albedo_0.306,0.306,3280.0,4.158,0.058,2456384.0,58.0,-48.0,5468.0,0.85,0.89,-0.21934,-0.105,9.527,G8,18.284,255.6524619,47.0855544,6.76,5.411,5.003,6.56771,6.0913,,,,,,,,Radial Velocity,2006.0,W. M. Keck Observatory,0,1,0.0,0.0,1.0,1.0,8.0,8.0,,7.0,True,True,0.5,6.0,0.0,0,0,False,,,2.0,1.0,4.0,0.8333333333333334,1,,,17.548877116701775,,4.158,catalogue,227.41194486983156,1.884431734220656e-09,0.3,TIC 198562505,HD 154345,HIP 83389
Kepler-282 c,Kepler-282,c,False,2793,0.08968398922070675,True,0.30960006538528406,0.0,0.529344262295082,0.15905600761173366,2323,480,5298,4393,0.33067405765006236,0.2772914749332026,0.30960006538528406,0.32753251803586236,0.9532218637261328,0.11471131387537332,0.0,0.0,0.0,0.0,-170.09840820419507,0.0,0.0,False,True,1.0,0.0,0.8854703347389039,1.2,0.29,-0.29,0.9114914270524621,1.1909429838334757,1.4913343130008447,1.87,,,inferred_mass_radius,5.95,catalogue,13.963844221178254,116.117,catalogue,834.4282882515115,derived_from_insolation_albedo_0.306,0.306,13.638723,0.106,0.0,2454974.77809,0.02213,-0.02213,5602.0,0.904,0.86,0.10587,-0.2,12.88,,1337.61,284.6772402,44.7976401,15.444,14.08,13.65,15.1779,14.7256,,,,,,,,Transit,2014.0,Kepler,1,0,0.0,0.0,1.0,4.0,11.0,11.0,0.3721311475409836,7.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,0.3000323080092542,0.0841943244318943,0.5534466362782245,391.58491119756695,0.106,catalogue,0.07924581903544382,2.2246362335884515e-08,0.3,TIC 164779321,,
Kepler-226 d,Kepler-226,d,False,2794,0.08967589391068544,True,0.30034827189062313,0.0,0.5521126090404441,0.18624381820875355,2458,480,4588,4360,0.3394077347542651,0.23686593127398697,0.30034827189062313,0.33150727798495866,0.9489964092969687,0.12138887911742653,0.0,0.0,0.0,0.0,-152.0868180277022,0.0,0.0,False,True,1.0,0.0,0.8649799587386171,1.22,0.49,-0.49,0.7384522344323833,1.2285433767266218,1.714360813111389,1.98,,,inferred_mass_radius,5.99,catalogue,14.250414434008004,103.645,catalogue,811.0584551310333,derived_from_insolation_albedo_0.306,0.306,8.109044,0.076,0.0,2454965.80333,0.00751,-0.00751,5571.0,0.802,0.904,-0.23921,0.09,4.17,,980.138,292.3760942,47.8809596,15.563,14.114,13.633,15.4026,14.8691,,,,,,,,Transit,2014.0,Kepler,1,0,0.0,0.0,1.0,3.0,11.0,11.0,0.1823949246629659,7.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.5,3,0.3620190752134856,0.10518869574880413,0.6740943494957845,126.21360032767308,0.076,catalogue,0.0775401014959118,4.473018781420822e-08,0.3,TIC 63204017,,
Kepler-79 c,Kepler-79,c,False,2795,0.0896374338646319,True,0.20477690435998774,0.0,0.942245989304813,0.7563940620286047,3868,480,725,1420,0.20485003071262986,0.19135172896607133,0.20477690435998774,0.2165505897878249,0.29316506863593655,0.14313961509199208,0.0,0.0,0.0,0.0,-107.5945567369999,0.0,0.0,False,True,1.0,0.0,2.085770429311095e-05,3.76,0.11,-0.11,3.648600718632559,3.7555532619177736,3.8691151921107507,4.6,1.3,-1.1,measured,0.48,catalogue,12.372566831502668,79.765,catalogue,759.6580764875023,derived_from_insolation_albedo_0.306,0.306,27.4026,0.19144,0.038,2455706.4771,0.0014,-0.0014,6389.0,1.316,1.244,0.342,0.06,1.32,,1020.72,300.5171067,44.3815508,14.036,12.913,12.606,13.8825,13.4763,,,,,,,,Transit,2012.0,Kepler,1,0,1.0,0.0,1.0,4.0,16.0,17.0,0.48128342245989303,6.0,True,True,0.75,9.0,0.0,0,0,False,,,0.0,0.0,0.0,1.0,0,18.585839656289266,0.43536052627513244,0.844145156844722,142.86222509816935,0.19144,catalogue,0.18755388353319224,6.696048082692578e-08,0.3,TIC 239306681,,
Kepler-1304 b,Kepler-1304,b,False,2796,0.08962999247144322,True,0.32470602759251993,2.5088879985565523e-05,0.494,0.5889681889588616,2114,159,5898,2388,0.3238649651103489,0.28597982447077885,0.32470602759251993,0.3710172565341514,0.6914735016834628,0.15168840941925574,0.0,0.0,0.00075,0.00125,-92.53728680736089,0.0,0.0,False,True,1.0,0.0,0.03345183998075403,2.29,0.19,-0.53,1.7420429930273083,2.2727248669495763,2.4756636413759003,5.86,,,inferred_mass_radius,2.68,catalogue,17.8939360878527,61.87,catalogue,712.9106394065815,derived_from_insolation_albedo_0.306,0.306,16.1288853,0.1202,0.0,2454976.7543,0.00607,-0.00607,5259.0,0.81,0.85,0.63938,-0.05,4.68,,2176.08,285.2763652,39.4468274,15.408,13.604,13.054,15.0446,14.4506,,,,,,,,Transit,2016.0,Kepler,1,0,0.0,0.0,1.0,1.0,9.0,9.0,2.2004329004329004,5.0,True,True,0.5,6.0,0.0,0,0,False,,,0.0,0.0,0.0,0.6666666666666667,2,5.8466159480072175,0.37322264633548613,1.652864021852664,80.56791542845963,0.1202,catalogue,0.055236939818389036,6.300431211320092e-08,0.3,TIC 399819857,,
TOI-2537 c,TOI-2537,c,False,2797,0.0896141137341534,True,0.2684957192320337,0.0,0.6441593930128359,,2927,480,2591,,0.268867360603412,0.2534252040089581,0.2684957192320337,0.2816116177725941,0.5605333007902856,0.12896585715054806,0.0,0.0,0.0,0.0,1.4063330439591535,0.0,0.0,False,True,1.0,0.0,7.882359790600907e-25,12.7,,,12.7,12.7,12.7,2297.89938261,165.27077164,-143.02278315,msini_lower_limit,6.16,catalogue,150.4660287336424,0.0389,catalogue,112.88921873454558,derived_from_insolation_albedo_0.306,0.306,1920.0,2.78,0.287,2460060.0,25.0,-24.0,4870.0,0.771,0.771,-0.52143,0.08,1.1,,184.986,54.3882661,10.0577464,13.236,11.05,10.387,12.73,12.0294,,,,,,,,Radial Velocity,2024.0,Multiple Observatories,0,1,0.0,0.0,1.0,2.0,1.0,1.0,,3.0,True,True,0.75,9.0,0.0,0,0,False,,,0.0,0.0,0.0,0.8333333333333334,1,,,145.91714169133263,,2.78,catalogue,15.028164293514104,3.6226476478040123e-09,0.3,TIC 399967279,,
